,first_region,mean_corr,mean_cov_cond_exp,mean_exp_cond_corr,mean_exp_cond_cov,mean_info,mean_shuff_corr,mean_shuff_cov_cond_exp,mean_shuff_exp_cond_corr,mean_shuff_exp_cond_cov,mean_shuff_signal_corr,mean_signal_corr,num_pairs,second_region,std_corr,std_cov_conv_exp,std_exp_cond_corr,std_exp_cond_cov,std_info,std_shuff_corr,std_shuff_cov_cond_exp,std_shuff_exp_cond_corr,std_shuff_exp_cond_cov,std_shuff_signal_corr,std_signal_corr,mouse_name
0,LS,0.014688291413291414,-0.03857284028429868,0.015237579081116424,0.17567384628202642,0.08722253838422478,0.0003273579046566422,-0.0005696396445572438,-0.00017483435823682292,0.0046707571992151715,-0.0005003890764643941,0.0940411066514885,3135.0,FrMoCtx,0.1222269493230385,0.9045864500448461,0.1040561162726908,2.322504197520282,0.07634028606667356,0.027104212246441772,0.028475843778631413,0.029387509723817044,0.41544946247019665,0.026719264976635924,0.7823735555938138,Krebs
1,LS,0.02769408987746335,0.006079671078669428,0.02785009172822896,0.17522031192278253,0.06826765891953644,7.838951839103679e-05,-0.00017577525729427942,-0.00025833363424044133,-0.0009907586112110638,-0.00041519068658101406,0.11142953120781396,3363.0,CP,0.13928626383553896,0.46394242338048747,0.1280188362497307,1.3861085202578534,0.059205566183031265,0.027458853025841466,0.01452704083943552,0.028935386674502076,0.193050796827118,0.025725254637381848,0.8191574872527209,Krebs
2,LS,0.03747000395476173,0.016302771015819444,0.039048906982868836,1.1591075563267423,0.14901581228264435,0.00018080331842029225,5.075066484494896e-05,-0.0004259099626296325,0.003765403627174193,0.0006300186781884769,0.010375050938215412,3135.0,MB,0.13373238181716796,1.0745686168591668,0.1206793313884124,5.611634537722457,0.12976626586909584,0.02752203665401333,0.033959877281144385,0.028786464330689984,0.7666691017750638,0.025153317265428275,0.7612076188928034,Krebs
3,LS,0.04670057017301471,0.01820666125397491,0.048160888962835074,1.255074160083128,0.1576528157371115,0.00023800350071707024,-0.0016164377479143417,-0.0006155471966933496,-0.009218423408431238,-0.00026867352699672293,0.05159698666000919,2394.0,SC,0.17459564372747124,1.7332248892693434,0.16933770652815716,7.74867825727598,0.1436652262619554,0.02740028401848976,0.060442427166174026,0.029255847074382512,0.8641597690873384,0.026158259345408098,0.7647397873375982,Krebs
4,LS,0.028857281463499404,0.004545607483743863,0.028983005005611368,0.3612948103721848,0.08933713541707582,-0.00037985781596290146,-0.0001307946228157209,0.0007366328535574028,0.017464340060347854,7.518364635327063e-05,0.07228489175688971,3306.0,V1,0.12848475351963018,0.659228338260926,0.11804910637371763,2.544286159180373,0.08423295741107002,0.02715261586501359,0.023028183850780905,0.0287339739132826,0.4234451180531155,0.025642438664876234,0.7536297788443362,Krebs
5,LS,0.042264982285494586,0.049158569338156696,0.043964211654793785,1.000937820104093,0.13489040800319785,-0.0007534262407039886,-0.000331436064038451,-0.0003321718962652854,0.002372833596047572,-4.182511305446502e-05,-0.020618476858467752,3249.0,TH,0.16322423763433425,1.1982458040437247,0.15006872247604872,4.847936958840519,0.1179866413874152,0.027738191180881746,0.03890561370979162,0.029492033568881033,0.574332296399413,0.02527765482096957,0.7794903227540958,Krebs
6,LS,0.04743644572751648,-0.014261966899907634,0.04836909260735565,0.934942652696558,0.14005559871102133,0.00029525273945958793,0.0014276031806868543,7.953535559130518e-05,-0.0030487951686986757,6.364383800936351e-05,0.06766299953504602,3249.0,HPF,0.16471631506043122,1.5534191992973234,0.1574215159237507,5.099886154435506,0.12579305661027596,0.02781457160794217,0.044713271174615425,0.02876051357391587,0.6166065576474826,0.02315386011941699,0.6693388366892246,Krebs
7,LS,0.037924209749309615,0.034031819593573334,0.038771138918255295,0.5479692013987421,0.09571355563460258,0.0006118622067729403,-0.001478652417648546,7.880908814212085e-05,-0.003550055898983776,-0.0019655237959875353,0.04406647260400779,3135.0,SomMoCtx,0.14739365740698102,0.8299693181146582,0.13250520032375798,2.650077252159004,0.08187520585641653,0.0276667701739034,0.027541852478668548,0.029575673488267215,0.44296256168962517,0.02791058217899898,0.7509922414043338,Krebs
8,FrMoCtx,0.03398475848032354,-0.013814715289751185,0.031540709882378476,0.2875318757917334,0.07392829913317199,-0.0008340618665468146,-5.0604929063143345e-05,-0.00041299002442669414,0.0012610176288924493,0.0003240351290169566,0.3647127557310118,3245.0,CP,0.09865183945471488,0.592790684353414,0.08872148376262672,1.4505606731456202,0.06057399768839929,0.027942497882624814,0.014868589037954093,0.028675268422239046,0.30816810675751843,0.026116289914085787,0.6687679094902786,Krebs
9,FrMoCtx,0.0723697820246791,-0.04641248728501261,0.07821594041384769,2.82610816962229,0.19372040775636357,-0.00013287635168777938,-0.0005640998624450265,-0.0009416558726723285,-0.03068539029949914,0.00030929989622390826,0.01781772966082807,3025.0,MB,0.11880093895081974,1.3783161287343269,0.10698545338604869,7.574085132248645,0.18442349788158557,0.02743771442953579,0.05037155139757623,0.029472224797111472,1.285535709956803,0.024743797864547803,0.7098867706836866,Krebs
10,FrMoCtx,0.08465724013912786,0.02132281833211065,0.08623938741818973,3.203544800391351,0.18683996792698038,0.0009600853775219723,-0.0001398890039354697,0.0005566061223138371,0.05500707515970858,-0.0004867955080865097,0.172868742655201,2310.0,SC,0.1255485005843656,2.254496420308443,0.11999756957108279,9.735364945299434,0.18781785680687524,0.02772235976380147,0.0893895930155786,0.029872481487285482,1.6091791700198688,0.025249091876983216,0.6914054869421283,Krebs
11,FrMoCtx,0.03442416489765028,0.03509442273671715,0.032471293950582326,0.7897322016205583,0.10787009422148451,0.00032335287543153987,-0.00026891953208485925,0.0004071851872834272,0.0022247837554869344,-0.0005822008899645069,0.2060752580587674,3190.0,V1,0.09832934482568405,0.9031775239889247,0.09185334106542246,3.5689795293931064,0.1210631441970126,0.027834634705325604,0.03619778378381105,0.028896672899397385,0.6609695861038102,0.02573884445919254,0.6679037172794909,Krebs
12,FrMoCtx,0.03566341542391008,-0.21524098081965415,0.04500201811427672,1.4880377477841569,0.15323288627180165,-0.00020875543365252676,0.0005910235171182322,-0.00014643937826161748,-0.0049931233303488415,9.133467175258089e-05,-0.13814351848443798,3135.0,TH,0.11841355318652977,1.525069615501533,0.10757768428406479,5.538359110720421,0.14687400359707037,0.028030331891738418,0.05135997793346889,0.029278556637416308,0.9738767712836192,0.024568591940146198,0.7087386003928914,Krebs
13,FrMoCtx,0.05887267911458338,0.17120529553345623,0.05688137640734952,1.7120665961836825,0.15711124455693887,0.0008141063441316049,0.0004399131698749731,4.3663432104502954e-05,0.003508871674498884,0.00013336642585806124,0.16227578203980375,3135.0,HPF,0.11443790923306121,2.032590482290084,0.11070462142447282,5.841556702916302,0.15811403014995698,0.027895665172481307,0.07032313141197648,0.02931484468600084,1.010526515516892,0.023001496826974208,0.6007902107588428,Krebs
