,first_region,mean_corr,mean_cov_cond_exp,mean_exp_cond_corr,mean_exp_cond_cov,mean_info,mean_shuff_corr,mean_shuff_cov_cond_exp,mean_shuff_exp_cond_corr,mean_shuff_exp_cond_cov,mean_shuff_signal_corr,mean_signal_corr,num_pairs,second_region,std_corr,std_cov_conv_exp,std_exp_cond_corr,std_exp_cond_cov,std_info,std_shuff_corr,std_shuff_cov_cond_exp,std_shuff_exp_cond_corr,std_shuff_exp_cond_cov,std_shuff_signal_corr,std_signal_corr,mouse_name
0,LS,0.004694661695028543,-0.0006617432870354142,0.005306027759122,0.0026951998454067968,0.0019587243956538276,4.6567762443472205e-05,-1.1821730481449014e-06,8.981181494647337e-05,0.0001606294158919895,-0.00020442655506324185,0.08977039160022429,3135.0,FrMoCtx,0.03535658673352887,0.00927935600726026,0.02992896540828368,0.026322935972764788,0.003113472585703352,0.00862825014584182,0.00015346835645319742,0.008978391462248344,0.005091959983715941,0.00784101782566094,0.5948578316277322,Krebs
1,LS,0.012622920654252757,0.000417994515905586,0.012391278853746246,0.003590054308766208,0.0023341657255939873,0.00020035989753542085,-6.402909187129721e-07,-1.0481428145443625e-05,-1.1525606594043578e-06,-0.00017619887154657462,0.06099953510685521,3363.0,CP,0.04216713316546409,0.0073399604418717766,0.0379144621805529,0.017644838013108097,0.005143865450135566,0.008910474822425508,6.413769764811717e-05,0.00890468089733017,0.0027325682408822155,0.007404776281310535,0.6102578705888346,Krebs
2,LS,0.013891331969024038,0.0019976533884711063,0.012541792610012717,0.012517160333342298,0.0032023502381177734,-5.795618681709866e-05,5.470257674690154e-06,-0.0001318337920776034,-7.130220301874621e-05,0.00015681527440092907,-0.014740415964652209,3135.0,MB,0.044445437507055326,0.020705010807547893,0.039946429094011256,0.05890241058051456,0.0054791176397655265,0.008731388436800542,0.0002398981144336026,0.008818372104665599,0.00930511397124483,0.007757242974603222,0.6134970821005473,Krebs
3,LS,0.020292037189880534,0.0019814113514658033,0.019997584009928696,0.018251552966694163,0.004645944521666088,-6.162546763375765e-05,-3.1668823399791503e-06,-0.00021448443771673005,-0.0003658615675624742,-0.00031560465650775385,0.01868158864030055,2394.0,SC,0.06166275768136187,0.036323975326454136,0.05720451725243666,0.08570876152889687,0.008547239806631343,0.008765910770709392,0.0005057948349404117,0.00889961240427535,0.008326192283719143,0.007600333707189918,0.5914743357886059,Krebs
4,LS,0.012027645942811685,0.0008632082742042191,0.011904999286470283,0.007762315390069134,0.0022139580132742565,1.0413252470698412e-05,3.7702706341963843e-06,4.6508324431107524e-05,0.00010896961442963549,0.00022132225294531883,0.0331169460041721,3306.0,V1,0.037668076525377625,0.014219549036526705,0.03303374522401911,0.032441324355519746,0.00381400593103466,0.008675677332933656,0.00015491549265292303,0.009050943723014137,0.006160990557699676,0.0069609975241228155,0.5889296303911932,Krebs
5,LS,0.015336617525722039,0.0023273784841363818,0.013847467322479379,0.011258687664074061,0.004440872037968994,5.76281908013419e-05,1.1240286511604056e-05,-2.1672138802976967e-05,-2.570480490994964e-05,0.00034208376294504235,-0.04096282768043249,3249.0,TH,0.05505202127563273,0.021027967632866056,0.04848205190766489,0.05048420773388448,0.007697556527515238,0.008770232854228672,0.0002388992612376022,0.00870214430750253,0.006225273655317323,0.007707804153760116,0.6081136814948318,Krebs
6,LS,0.022458822369280967,0.0011757916119944584,0.022386292847228713,0.018108689907116466,0.004611715893096205,1.8569773910408585e-05,6.573926362076456e-07,-0.00019715921608975037,-0.00026240069252604734,0.0001066205210440482,0.015852820820641607,3249.0,HPF,0.05736651789959439,0.031249268715474145,0.052055618617071364,0.060809679493965436,0.008078374569914566,0.008836058056757332,0.0002930115995153199,0.008991443757125536,0.007035443846252276,0.00766227637119673,0.6417340952032506,Krebs
7,LS,0.013788675514777166,0.001813187944749108,0.012984083049305241,0.007425216779601078,0.003176721589775652,-4.1523457355530266e-06,1.8768521247871e-06,6.21111805342373e-05,4.1040235551064744e-05,6.622487743325916e-05,0.020813144462058644,3135.0,SomMoCtx,0.04830901541753341,0.01948100050748068,0.03936602180685335,0.029329134560020884,0.005505851438259227,0.008837238104894644,0.0002237880224945664,0.008842696632305504,0.004807574008175429,0.008025414564610422,0.6705241075341118,Krebs
8,FrMoCtx,0.011207227635412403,-0.0004275387277676393,0.011457884008193357,0.004688451190944252,0.0018713049993889675,-0.00011522516869979668,4.139407542311212e-07,7.535738526226167e-05,2.0618266543417107e-05,-7.754278536848339e-05,0.17888875834720375,3245.0,CP,0.032210285033223644,0.005685750991368198,0.03003843645152051,0.02007395308302327,0.0027355765870022124,0.00868178560045062,7.535985365130617e-05,0.008979970322300268,0.0036892699660906686,0.0075465075320683755,0.5485358592115003,Krebs
9,FrMoCtx,0.04207478765864197,-0.0007566408678182119,0.043824944145856866,0.05946871516098683,0.006571164525258657,0.00020100571118407922,2.0536783414426548e-06,0.00022591296753036918,0.00010927834950858025,-6.429890027168718e-06,-0.05171775369535501,3025.0,MB,0.05943941072448034,0.014728683937646361,0.05711790977371121,0.13700538449388436,0.009627353044934183,0.008727709980675192,0.00025153054165367653,0.008967070885948007,0.012790298618455086,0.0077025810695213245,0.5878883803138202,Krebs
10,FrMoCtx,0.02936000569840831,-0.0007989822376885273,0.030185874604184173,0.0399433913969215,0.004151698211799525,-0.00024379543144340427,-7.5458648429635374e-06,-3.568247205852505e-05,-0.00020520545768125677,0.0001396133720607549,0.0493862675704811,2310.0,SC,0.04655719171272066,0.025508657419311135,0.044234451601636804,0.11315781092263263,0.0063975007016746285,0.008751927270902292,0.0005227887295119093,0.008814905448267255,0.011540584170250213,0.007775346769302319,0.5503327874645261,Krebs
11,FrMoCtx,0.0100592950301584,-0.0004228034334454385,0.01024940099325136,0.013095444108404587,0.0021632787963278546,0.0001485193292759906,-5.605005416887387e-06,-0.0002592908706892102,-7.542406361480377e-05,3.933133913539836e-05,0.09963332937853268,3190.0,V1,0.03245330221803886,0.010135440077386221,0.03086108740812625,0.0586483733680601,0.003328097596626636,0.008817430606842173,0.00013435129227152954,0.00859318813274223,0.00788190828382035,0.007225129547360339,0.5272892356650329,Krebs
12,FrMoCtx,0.012704183015585688,-0.0021810404883446633,0.014871940787501817,0.018020650380670244,0.0036011950110273238,9.339080445178886e-05,1.479317192722876e-06,-0.00014499352972972157,-0.00022393831096106194,-5.796952097704793e-06,-0.15512146642540248,3135.0,TH,0.043374417451516524,0.015204253950195225,0.03991820008930959,0.06791552917674956,0.005787707486101491,0.00863850494170529,0.00022217643611904806,0.00905995636801869,0.008717761033012777,0.007544912253946523,0.5360944795088622,Krebs
13,FrMoCtx,0.01753333624779708,0.0004443224464943045,0.01786156360599276,0.02231108472849446,0.0031912457888062817,6.946625441726971e-05,7.702148378491912e-06,0.00011444082522398849,0.00021879584602042365,0.00012160545032383359,0.02397012187376757,3135.0,HPF,0.0391847025893536,0.021122683333854596,0.03764247943787368,0.07481409741166413,0.005103666670518435,0.00850088322262188,0.00032401628426270826,0.009088647379855099,0.010238052350988342,0.007652535590516425,0.5755640065401801,Krebs
14,FrMoCtx,0.014022716575182191,-0.0014590815919828068,0.015204208214396681,0.011537055415582002,0.0030396360895290435,-3.608930547256677e-05,-3.6655159980919028e-06,-0.00017994434959608773,-0.00010423171751498853,0.00016835703899794214,0.05570147134988898,3025.0,SomMoCtx,0.043156300920524214,0.01280638155691827,0.03937532074063201,0.05636108224276885,0.004453238611830604,0.008625068332254942,0.00021713574810512806,0.008704520156028003,0.006457410900455362,0.00792347366018537,0.5970787864554054,Krebs
