first_cell_id,second_cell_id,cond_corr_coef
4440,4185,0.07863734744366949
4440,4332,0.024948158955550928
4440,4227,-0.045442594834088426
4440,4188,0.12378827772308411
4440,4196,0.30639310421041643
4440,4156,0.11738157400373787
4440,4246,-0.16506725259040286
4440,4207,0.1953083933817887
4440,4231,0.004408328939061856
4440,4373,-0.03363356436163002
4440,4345,0.10046027162796196
4440,4367,-0.058571694429822796
4440,4175,0.2631155351034891
4440,4172,0.00853287052913822
4440,4425,0.35098959470227126
4440,4213,0.28495640027991076
4440,4155,0.19052864034231343
4440,4360,0.05142963183141282
4440,4328,0.14359645961831985
4440,4159,0.18052694147980636
4440,4199,0.0704319920545139
4440,4171,0.021913027312381306
4440,4379,0.11902992879584656
4440,4157,0.07727219710753351
4440,4353,0.08210167734005344
4440,4161,0.21975060806111463
4440,4249,0.11957349956352827
4440,4184,0.13255635135831875
4440,4170,0.15816646191250594
4440,4208,0.05867820960055691
4440,4368,0.07133190872535308
4440,4212,0.2451273474348423
4440,4211,0.1492278705458202
4440,4176,0.0585767713671246
4440,4424,-0.07902940171831818
4440,4168,0.2237178223248913
4440,4152,0.2318063372081454
4440,4365,0.22413449672014965
4440,4224,0.13709327403237426
4440,4340,0.1532727760046632
4440,4335,0.1820260381344591
4440,4325,0.2662608191412086
4440,4330,-0.035466741034141575
4440,4430,0.08401704864359157
4440,4374,-0.13051462207541373
4440,4250,0.005090356279294946
4440,4350,0.1927074908907996
4440,4215,0.0912654344348102
4440,4351,0.18492296302075767
4440,4443,0.08209301834410337
4440,4354,0.13695413159405806
4440,4244,-0.12271736885194158
4440,4203,-0.0821022215230628
4440,4197,0.0512390334066739
4440,4319,0.0672162632612279
4440,4414,0.1886303835839479
4440,4608,0.08584599056764766
4440,4612,0.04803875278936893
4440,4284,0.10276561855232964
4440,4622,0.07500985072717185
4440,4266,0.2568918669259594
4440,4605,0.013177837141480549
4440,4251,-0.005603569429134405
4440,4527,0.023452986539878054
4440,4524,0.025244080949794752
4440,4385,0.2832104103686368
4440,4260,0.21680551669194376
4440,4295,0.01770061836726183
4440,4523,0.17334416231966154
4440,4318,-0.3015144298677634
4440,4263,0.05788657511123911
4440,4627,-0.13290248667422822
4440,4403,0.08630354273725527
4440,4261,0.0010916233066034058
4440,4269,-0.036587114757616036
4440,4402,0.08352337916863486
4440,4288,-0.015119325925765452
4440,4447,0.16786055005719683
4440,4530,0.23635365047903026
4440,4544,0.10193159030352758
4440,4383,-0.026573667916122957
4440,4451,-0.010533868209981822
4440,4409,0.1684783270454826
4440,4446,0.15384031720241279
4440,4323,0.30670590045444807
4440,4265,0.014691945861420247
4440,4537,0.06328841846894201
4440,4380,0.1305616367009967
4440,4386,0.08197078135134633
4440,4589,-0.15693868535024355
4440,4521,-0.08336745205899596
4440,4452,0.18824244080035313
4440,4543,-0.01539755079987986
4440,4463,0.2218607284813215
4440,4460,0.2660981478255216
4440,4258,-0.04888625818664347
4440,4389,0.002397864686722617
4440,4623,0.27325837428971017
4440,4381,-0.03335752795513372
4440,4538,0.15260015372227903
4440,4300,-0.018415743641536524
4440,4417,-0.031253757326093055
4440,4270,0.06981193058382228
4440,4279,0.042968675675957024
4440,4395,0.07045971898014425
4440,4320,0.14129656413484842
4440,4615,-0.021470509799268952
4440,4264,-0.009762947479281829
4440,4311,0.23716848489823028
4440,4465,0.212971562288163
4440,4582,0.10235680429693206
4440,4504,0.04071790673791143
4440,4573,0.03947593782512939
4440,4506,-0.13083856111057623
4440,4472,-0.04031785250382177
4440,4464,0.07954687013158196
4440,4581,0.216833409774498
4440,4496,0.15755408648102867
4440,4470,0.12936362496070983
4440,4580,0.2101670488959666
4440,4499,0.033520840060428735
4440,4473,0.19811344600927386
4440,4466,0.3573644125384597
4440,4618,0.2457067769361664
4440,4482,0.05988057246224163
4440,4611,0.06434795254685645
4440,4520,0.057314169530082774
4440,4501,-0.11786880366675953
4440,4566,0.18751770662085573
4440,4485,0.09050565620635992
4440,4620,0.11585047972675828
4440,4583,0.015408775659659878
4440,4574,0.03696525612906175
4440,4585,0.082561426989437
4440,4512,0.013549986819563025
4440,4513,0.01788527363463888
4440,4507,-0.10406743432583741
4440,4576,0.13791114067739274
4440,4579,0.1692758545654433
4440,4584,0.03216399797823775
4440,4479,0.019070675082689698
4440,4509,-0.15416738972029673
4440,4625,-0.06941994276809585
4440,4564,0.08786841596541049
4440,4474,0.21623854285411537
4440,4493,0.07092010546974452
4440,4516,0.08893931000211362
4440,4476,0.13554129821803404
4440,4490,-0.08884017496353525
4440,4487,-0.048137864463802256
4440,4488,0.13934542472947203
4440,4577,0.06731373020521733
4440,4570,0.3430914011201338
4440,4478,0.15338583542283596
4440,4561,0.27645313773176156
4440,4519,0.03534528013048144
4440,4569,0.24669351572896667
4440,4486,0.22835808249577264
4440,4508,0.07155038670575742
4440,4480,0.22854367498843986
4440,4510,0.013991222275850127
4440,4503,0.005632211016656129
4440,4492,-0.04646996310564538
4440,4468,0.41023295125982945
4440,4642,0.09087043914749376
4440,4732,0.21234056498076465
4440,4728,0.27625788559241926
4440,4806,0.19454189655587145
4440,5814,0.1908290924305039
4440,4633,0.010079303029246256
4440,4680,0.3610525914721778
4440,4807,0.18853658083000555
4440,4833,0.06145678296608131
4440,4647,-0.021815024914235967
4440,6044,0.3456747092227471
4440,4675,0.34391093242491017
4440,4801,0.25631395487960773
4440,4706,0.1806482918210033
4440,6041,0.20072885193984463
4440,4661,0.13946792922240214
4440,4712,0.14053852246438536
4440,4792,0.10939756045609683
4440,4641,-0.15730977581290084
4440,4740,0.14634153765494176
4440,5827,-0.0896996294640817
4440,5817,0.12496856466310795
4440,4634,-0.0726438333777912
4440,5835,0.3104872527626819
4440,6047,0.20057621811797138
4440,4823,-0.05970237107205731
4440,4665,0.334003198289088
4440,5834,0.21708168338715347
4440,4786,-0.12307205547245807
4440,5823,-0.02988901332787177
4440,4640,-0.19150771097375566
4440,4651,0.08089732955831239
4440,4809,0.08637727975773854
4440,4736,0.010971138725892388
4440,4639,0.10579440246426096
4440,4629,-0.044535306081913695
4440,4725,0.10361588628831034
4440,4692,0.21471721540687602
4440,6049,0.28170002889305246
4440,4696,0.23274161603251964
4440,4814,0.3478737501437679
4440,4739,0.17781008663687647
4440,4800,0.3147520324911599
4440,5810,0.0700095789721135
4440,4658,0.06300794647823152
4440,4679,0.2411399446615894
4440,5831,-0.14114788575117967
4440,5830,0.12472638051503705
4440,4672,0.15623467769166627
4440,4827,0.17434861531721355
4440,4708,0.2477970764683318
4440,6115,0.035255981665357865
4440,5832,0.19279672765692804
4440,4637,0.013564675084156671
4440,4784,0.0075415496013521936
4440,4741,0.07425948780017498
4440,4742,0.151443201235306
4440,4743,-0.13331827772224591
4440,4744,0.1887877968202989
4440,4745,0.022512420408872916
4440,4746,0.28563759474912315
4440,4747,0.16058006837619368
4440,4748,-0.008570525264056801
4440,4749,0.0950281477048411
4440,4750,-0.05832253653450026
4440,4751,-0.027766945995601422
4440,4752,-0.10220280023161757
4440,4753,0.18347658125422878
4440,4754,-0.11485446829177794
4440,4755,0.09801936153287226
4440,4756,0.07861103563630288
4440,4757,-0.04467571277201658
4440,4758,0.03648339065588152
4440,4759,-0.060053790538065865
4440,4760,-0.10161187335592808
4440,4761,0.17699899415356002
4440,4836,0.08085869137874327
4440,4837,0.2252744499161382
4440,6036,0.1082750710405883
4440,5991,0.06818627363512167
4440,6024,-0.009065306148093307
4440,6098,0.13633917940483947
4440,6020,0.058975393803177706
4440,5122,-0.0998868153710106
4440,5964,0.28690151963013905
4440,4819,0.2645090456776674
4440,6369,-0.07003260947974861
4440,4765,-0.05971682866771739
4440,6039,0.10381298340071238
4440,6351,-0.27401807450770904
4440,5965,-0.09995797515093183
4440,6131,0.022591477536965825
4440,6002,0.08362989483346871
4440,5120,-0.04706906200474962
4440,6134,-0.04062923474457599
4440,6361,-0.07561497947854658
4440,5119,-0.08941257902329712
4440,5999,0.15481257437348464
4440,6101,0.1834601906085433
4440,5972,0.1654879696014692
4440,6111,0.053622389057914825
4440,5140,0.36676549745001363
4440,5979,0.1633486793588114
4440,5996,-0.029981950894408277
4440,5129,0.001619668709459245
4440,6132,-0.07862453074515434
4440,6014,0.10340917485950826
4440,6375,-0.11751539062087463
4440,5977,0.2181621386030454
4440,5967,0.10010207658211766
4440,5974,0.27850096323613904
4440,4828,-0.0026531867858361636
4440,5968,0.06349721990683127
4440,5112,-0.06721589535810839
4440,6135,0.08842984371956968
4440,5114,-0.015605164608155097
4440,6011,0.04681101387597405
4440,6352,-0.04707443160211428
4440,5231,0.01414045117295845
4440,6013,0.03597837858331957
4440,6349,-0.23592033296145942
4440,4768,-0.08690658810010124
4440,6029,-0.1319013835406409
4440,5995,0.1420196125752811
4440,6105,0.2275351352878117
4440,4820,0.08935765367551202
4440,4815,0.30546389436584315
4440,5236,0.236924714696471
4440,6026,-0.07263885771011477
4440,5131,0.07313098055686915
4440,5969,0.1992875838875471
4440,6129,0.2679712723845547
4440,6366,-0.037389801418464756
4440,6199,0.2092371860511794
4440,5582,0.21497603349974653
4440,4997,0.24518058872408716
4440,4853,0.10265254410962854
4440,4863,0.1930347483902387
4440,5591,-0.05403411432575809
4440,4954,0.05506220910661241
4440,5159,0.32506083729067287
4440,4958,0.20165318522709
4440,6195,0.18636979579075177
4440,4980,0.20092848527525328
4440,5168,0.27389881821187356
4440,4950,0.04017534945952794
4440,5169,0.2518951215149034
4440,5005,0.006131412615483867
4440,5563,0.2283311709014737
4440,5592,0.07116337283102545
4440,5272,0.0272853715405636
4440,6384,0.00026826566349255485
4440,4842,0.125216892988467
4440,4884,0.08588528237093315
4440,4881,0.08128590069477483
4440,5588,0.2898192828844712
4440,6394,0.28453342262128023
4440,5275,0.2987575813819225
4440,5574,0.06303033636855353
4440,5181,-0.06653063311074311
4440,6210,0.06775608647042035
4440,5280,-0.049179074142953284
4440,4845,-0.013638112676711766
4440,5162,0.3249583929675059
4440,5172,0.21064654412069192
4440,4991,0.2551321326110275
4440,4873,0.131035474614303
4440,5748,-0.0838961675799068
4440,4977,0.21088002819372878
4440,4900,0.14373858917667057
4440,5484,0.04693353008023375
4440,5755,0.0633022953638348
4440,6169,0.14139310706916428
4440,4993,0.1567004393997997
4440,6430,0.012217899718167674
4440,5750,0.21660866708090767
4440,5585,0.0044314893722716036
4440,4956,0.2900453361797542
4440,5568,-0.09578374847656504
4440,4887,0.14572659320674206
4440,5269,-0.03960776786412903
4440,6150,0.0002724382193990971
4440,6378,-0.018880057401151566
4440,6377,-0.08035609290772211
4440,4973,0.2526617681150982
4440,5186,0.06759074088094863
4440,5561,0.22790249810452903
4440,4904,0.20323256746155935
4440,5341,-0.0664863648345984
4440,5205,0.08156604695211045
4440,5387,0.08953037007022574
4440,5930,0.0014265619752693638
4440,6339,0.188296658821775
4440,6120,0.25876323804593837
4440,5540,0.06020805992790512
4440,5023,0.10724815386720654
4440,5880,0.3398753263231113
4440,6286,0.2576801962468583
4440,5321,0.03896483124152603
4440,6438,0.21960169043774416
4440,5098,0.21110646206959857
4440,5328,-0.06168536092347724
4440,6297,0.11871643405284121
4440,5919,0.2094614270887971
4440,5293,-0.08183304037810907
4440,6065,0.2666002179981405
4440,5766,0.27652418270119855
4440,5352,0.27561565927444565
4440,6328,0.07442251135393252
4440,6290,0.2998340337954084
4440,5301,-0.040035296692239604
4440,5667,0.0024160908765805747
4440,5291,-0.009604644209050467
4440,6219,0.1831824863611893
4440,5948,0.298437993165614
4440,5220,0.09923802704443066
4440,6338,0.17080339733387698
4440,6239,0.20660461445759887
4440,6310,0.047491059031375446
4440,5882,0.3683768622847408
4440,5636,0.16613251256753764
4440,5249,0.13679336105115147
4440,5933,0.08564341345858896
4440,6418,0.1528793320919715
4440,5648,0.11626978510714231
4440,5515,0.012632049188366846
4440,5689,0.4741640062319899
4440,5254,0.20987247045106608
4440,5096,0.12573807721002672
4440,5758,0.43684861875425574
4440,5200,0.15902444315722378
4440,6235,0.20514397335596235
4440,5617,0.14461911104109937
4440,6248,0.019702225791911103
4440,5067,0.14237723225286333
4440,5316,0.2685262189174207
4440,6397,0.05618727793838648
4440,6079,0.2656264524740866
4440,6067,0.2569624147605738
4440,5878,0.3393332521602593
4440,5517,0.023153630531207788
4440,5192,0.25834035895601054
4440,5073,0.1268732454667171
4440,5430,0.2271473353845748
4440,5425,0.4184634277134623
4440,5419,0.1281828345702794
4440,5803,-0.09389670014769996
4440,5718,-0.05986254342980018
4440,5466,0.30968958687170484
4440,5467,0.12164384286242762
4440,5544,0.06746884258328358
4440,5736,0.2811270844342124
4440,5480,0.008253193286652593
4440,5781,0.2633783248779813
4440,5416,0.47383899077108516
4440,5527,0.4510371568269185
4440,5438,0.07533832354519904
4440,5479,-0.017806187517596998
4440,5697,-0.03342338078608181
4440,5773,0.0830726384112769
4440,5772,0.28312250935629774
4440,5713,-0.07096811737246066
4440,5556,0.028644831746398845
4440,5439,0.2828960073743771
4440,5444,-0.08244202996322006
4440,5536,-0.07985865201424462
4440,5447,0.16421015741263037
4440,5715,-0.0077354121321108115
4440,5721,-0.03300130768957867
4440,5552,0.08404331115662743
4440,5475,0.2273774529352941
4440,5548,0.0642324596569417
4440,5456,0.3257512947549692
4440,5478,0.2999409459054564
4440,5455,0.21532092977278758
4440,5529,0.20591157089954376
4440,5716,-0.026600119955831367
4440,5699,0.012709639092754625
4440,5555,0.01363939701434531
4440,5526,0.413254674499358
4440,5785,-0.02832363895073272
4440,5442,0.025463636368636237
4440,5451,0.11650081625844289
4440,5464,-0.02611471054768371
4440,5434,0.10087328016418377
4440,5427,0.41070729622050806
4440,5422,0.3565712876700678
4440,5726,-0.0517693019564727
4440,5804,0.3611514130588765
4440,5714,-0.03968377283154398
4440,5744,-0.04854002231046839
4440,5453,0.054307753874425616
4440,5728,0.04244504633888312
4440,5791,0.0063426714441194125
4440,5735,0.253838530289786
4440,5459,0.013517727465622015
4440,5782,-0.06801647027682266
4440,5777,-0.04499290770226853
4440,5470,0.29877440171849273
4440,5234,-0.03981750667691844
4440,5833,0.22261467781743383
4440,5217,0.13076694295847718
4440,5608,-0.21834845377003795
4440,5599,0.1455014359642712
4440,6437,0.06312256747851878
4440,5256,-0.09177293622650437
4440,5576,0.2962443737295664
4440,4816,-0.031607606632261864
4440,5170,0.15472001892404327
4440,6004,0.17895004220211796
4440,4906,0.17722494636968625
4440,5224,0.261417636169018
4440,6214,0.11853107631727487
4440,4738,0.2316076976720732
4440,4791,-0.059488057955983845
4440,6118,0.11916098263775923
4440,5887,0.2247664855403649
4440,4539,-0.07181655858942486
4440,5015,0.1842229919239802
4440,4324,0.0594202877644069
4440,4494,-0.07845754285217593
4440,4609,0.24475516981819007
4440,4720,0.24222666652131142
4440,4796,0.09442414923945713
4440,5111,0.03717901314023726
4440,6406,0.11008015204755722
4440,5406,0.2189791109565401
4440,5288,0.3269874911399985
4440,5986,0.04197008464250396
4440,4818,0.02350994254879292
4185,4332,0.06477880865217318
4185,4227,0.11339031980471982
4185,4188,0.07135800229634776
4185,4196,0.045758917560314326
4185,4156,-0.019083028183393483
4185,4246,0.05384503169203717
4185,4207,-0.1257958783203284
4185,4231,-0.10951243952759167
4185,4373,0.10312830137384321
4185,4345,0.07729223137349439
4185,4367,-0.021331290640443448
4185,4175,0.13671574936470104
4185,4172,-0.0941817955493327
4185,4425,0.04127055767014653
4185,4213,0.051248057988752586
4185,4155,0.10786421414702133
4185,4360,0.043953680434097954
4185,4328,0.04305269962844852
4185,4159,0.002190720150492775
4185,4199,0.06446236701941259
4185,4171,-0.01211816479374196
