cell_id,r2_score,durbin_watson,num_svd_time_points,num_spike_count_time_points,num_time_points_used
4440,0.06365517131859244,1.1069977365441064,87697,1107,1107
4185,-0.0036515940526209434,1.7243802575141278,87697,1107,1107
4332,-0.06747685109663903,1.7048019635960963,87697,1107,1107
4227,0.07643648567131123,2.02800132896602,87697,1107,1107
4188,0.05662687449960113,1.6656990526617252,87697,1107,1107
4196,0.18919469876035777,1.6299988460233656,87697,1107,1107
4156,-0.32555613239328207,1.0451147752268146,87697,1107,1107
4246,0.039435312775531806,0.8856906625204298,87697,1107,1107
4207,0.2523436188618994,1.385945971102124,87697,1107,1107
4231,-0.02886116337359068,0.909719047012602,87697,1107,1107
4373,0.06557692299239071,1.8006626857908041,87697,1107,1107
4345,0.020183086199050515,1.8911135504848546,87697,1107,1107
4367,-0.13305209073027835,1.3281320671547516,87697,1107,1107
4175,0.15398535150967618,1.769349022897966,87697,1107,1107
4172,-0.3305583258567357,0.8866340336709683,87697,1107,1107
4425,0.2836846882171381,1.8457498853000496,87697,1107,1107
4213,0.3503978320176142,1.352547708509301,87697,1107,1107
4155,-0.00801384056404908,1.6740530480838087,87697,1107,1107
4360,-0.040305967389319575,1.6306291156553518,87697,1107,1107
4328,0.03052781075260147,1.6305967573515978,87697,1107,1107
4159,0.22220302383201496,1.7621862672747395,87697,1107,1107
4199,0.009543504786372559,1.478338615224823,87697,1107,1107
4171,0.002001620273605398,1.6212710116122235,87697,1107,1107
4379,-0.05607049456703761,1.0074922111870845,87697,1107,1107
4157,-0.005684247077652804,1.9193703275755876,87697,1107,1107
4353,-0.016700897798323622,1.4874555778037342,87697,1107,1107
4161,0.05227137883204758,1.8357206432618998,87697,1107,1107
4249,-0.005559482074606992,1.1001264250711018,87697,1107,1107
4184,0.11489771684953232,1.5731634107695283,87697,1107,1107
4170,0.04497304927278589,1.5284895564645464,87697,1107,1107
4208,-0.006992852461030319,1.3079614477268104,87697,1107,1107
4368,-0.02039536854429369,1.9105422424477316,87697,1107,1107
