cell_id,r2_score,durbin_watson,num_svd_time_points,num_spike_count_time_points,num_time_points_used
1584,0.001999887862802918,1.9270082138875406,98196,495803,98196
1544,0.0009634017872658385,1.9826728858181892,98196,495803,98196
1462,-0.0014279475304246336,1.9847992560765624,98196,495803,98196
1473,-0.002589066704201226,2.004498265567291,98196,495803,98196
1542,0.005241994509054715,1.9122146489884078,98196,495803,98196
1528,-0.0009025137156386531,1.9370850399115638,98196,495803,98196
1862,0.002104929049471904,2.015315382544037,98196,495803,98196
1491,0.007660321186234054,1.9357199572453698,98196,495803,98196
1823,6.518284408729702e-05,1.9939114498725528,98196,495803,98196
2035,-0.00015588185215031913,1.9084766790285768,98196,495803,98196
1560,-0.005528843290424579,1.9755532356640828,98196,495803,98196
1819,0.00025652414433108284,1.9728705917491274,98196,495803,98196
1858,-0.0009436080678579817,1.9811112280954204,98196,495803,98196
1513,0.0015997630420122588,1.9940775353244093,98196,495803,98196
1478,-2.3277778249397585e-05,1.9760923139707225,98196,495803,98196
1848,0.0008207058913096699,1.9713763079161406,98196,495803,98196
1866,-0.0002712479910762511,1.9467316196945217,98196,495803,98196
1824,0.00047603902145476606,2.0020158085629873,98196,495803,98196
1480,0.0005476301289456531,1.9704884820016126,98196,495803,98196
1529,0.003282319796608757,1.950117037472758,98196,495803,98196
1863,-0.0007271060102675975,1.8232163063391154,98196,495803,98196
1578,0.000519581713004813,1.7511697719055612,98196,495803,98196
1468,0.003213720438314027,1.9339424442801214,98196,495803,98196
1537,0.0008871644138583878,1.9884636968932687,98196,495803,98196
1539,-0.0002987947854169448,2.00684192385152,98196,495803,98196
1481,-2.9097877471295774e-05,1.993699779335861,98196,495803,98196
1496,-0.00024170123765054896,1.9651013295488142,98196,495803,98196
1583,-2.8379444021453537e-05,1.7091563714110678,98196,495803,98196
1549,0.0008292431479568485,1.9956272019452934,98196,495803,98196
1576,0.0149883890651471,1.978645349496057,98196,495803,98196
2033,0.00010636024543775324,2.002748533719961,98196,495803,98196
1569,-0.0013473743090488544,1.8255194630275864,98196,495803,98196
1483,-0.0007887119816758492,1.999538362880953,98196,495803,98196
1856,0.00032071043719439363,2.002923249645883,98196,495803,98196
1484,-0.0004452438686717297,1.9483617042342152,98196,495803,98196
1580,-0.0006334112232744271,1.7721255468939752,98196,495803,98196
1500,-0.011013557233816806,1.9731803175498628,98196,495803,98196
1849,5.188891288465669e-05,1.9760338647739832,98196,495803,98196
1479,-0.001961032675475094,1.9468241090538971,98196,495803,98196
1817,-0.0015332362579629777,1.9803010620413217,98196,495803,98196
1814,0.0034581352050846448,1.9435919227022336,98196,495803,98196
1504,-0.004010213830372811,1.9028814706739847,98196,495803,98196
1826,-0.0007540047792773397,1.9940723933216937,98196,495803,98196
1520,-0.0018551747555892728,1.994098583291075,98196,495803,98196
2031,-0.0005029867643497887,1.9747623762668491,98196,495803,98196
1469,-0.0017335519706211944,2.0049531332766417,98196,495803,98196
2088,0.000299132464431362,1.8959710798830292,98196,495803,98196
